major,occ_uri
Computer Science,http://data.europa.eu/esco/occupation/b06a1dde-e5a1-4219-9491-2bedd0282e4b
Computer Science,http://data.europa.eu/esco/occupation/b0ad8659-0410-4b5b-9466-a90f8b3cdac9
Computer Science,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d
Computer Science,http://data.europa.eu/esco/occupation/b1ab3572-fa2f-4624-8eac-3c3d986d237b
Computer Science,http://data.europa.eu/esco/occupation/b1ed68f8-8d51-4bcc-8825-bd554859480f
Computer Science,http://data.europa.eu/esco/occupation/b3ce981c-5b32-4de2-8e53-502a6357b2bc
Computer Science,http://data.europa.eu/esco/occupation/b42c5ed4-c6e4-4694-934f-96127719cc43
Computer Science,http://data.europa.eu/esco/occupation/b42d8731-386b-4d34-a824-4b736feee1e5
Computer Science,http://data.europa.eu/esco/occupation/b4f08f2e-3c97-4484-9094-446a17dad802
Computer Science,http://data.europa.eu/esco/occupation/b65530b8-0b50-49da-8e9e-331b161374a5
Computer Science,http://data.europa.eu/esco/occupation/b76178c0-a03a-4793-b079-1e61e636c521
Computer Science,http://data.europa.eu/esco/occupation/b7aa4b4e-dbb6-4f58-b36c-35b9a7267972
Computer Science,http://data.europa.eu/esco/occupation/b89f5984-3fb7-4339-80d5-00d1b0750b53
Computer Science,http://data.europa.eu/esco/occupation/b915ab4a-f7b1-44bc-a5a4-585e91d31dfd
Computer Science,http://data.europa.eu/esco/occupation/b9711647-463f-4991-a858-d5de66ff2f83
Computer Science,http://data.europa.eu/esco/occupation/b9b47087-6045-405d-b769-6a0c94e2eb84
Computer Science,http://data.europa.eu/esco/occupation/b9e51ff4-d7fb-4653-bc72-65086ffc6e65
Computer Science,http://data.europa.eu/esco/occupation/baae6dd1-4a59-480d-83b1-a0708a5a1736
Computer Science,http://data.europa.eu/esco/occupation/bb6198c4-1d3e-40b9-9cc4-ad2dd9d7c74b
Computer Science,http://data.europa.eu/esco/occupation/bc4d1659-6860-488e-bc13-e87eb0e36f67
Computer Science,http://data.europa.eu/esco/occupation/bc61af54-0c3b-411c-a434-4b0d23c6fcce
Computer Science,http://data.europa.eu/esco/occupation/bcba793e-44fe-45eb-b0fb-56772529cbab
Computer Science,http://data.europa.eu/esco/occupation/bd272aee-adc9-4a06-a15c-a73b4b4a46a7
Computer Science,http://data.europa.eu/esco/occupation/bd7c070b-333f-4b9d-a70a-25f135ff931e
Computer Science,http://data.europa.eu/esco/occupation/becbe3ca-e000-40c0-9f67-5c4035b930ea
Computer Science,http://data.europa.eu/esco/occupation/bfdc096e-e450-424d-9340-46968047ed68
Computer Science,http://data.europa.eu/esco/occupation/c011a88b-95ab-46ad-ad30-539e3fc56092
Computer Science,http://data.europa.eu/esco/occupation/c0463fbe-7914-48ac-84ec-abaee1a7f292
Computer Science,http://data.europa.eu/esco/occupation/c0a35355-be44-44c0-82d2-acf8363ed45e
Computer Science,http://data.europa.eu/esco/occupation/c0c1364d-f784-4e76-8d3f-1e998dc6545d
Computer Science,http://data.europa.eu/esco/occupation/c37d0026-989b-4705-9bcb-30cccd8308fa
Computer Science,http://data.europa.eu/esco/occupation/c3b82711-273d-4fa8-8de7-0ac3d99c16fc
Computer Science,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
Computer Science,http://data.europa.eu/esco/occupation/c4a81f47-6ed8-4a17-ab4a-21a2e67fa1d9
Computer Science,http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233
Computer Science,http://data.europa.eu/esco/occupation/c6239b9e-5973-4b0a-a2ed-4c4b41331e04
Computer Science,http://data.europa.eu/esco/occupation/c66b4569-09aa-4d8d-93d9-ac9b9176655d
Computer Science,http://data.europa.eu/esco/occupation/c784c2db-e636-429f-8492-3191790a58d7
Computer Science,http://data.europa.eu/esco/occupation/c7ad889f-10fc-4346-b740-bd479ad82b47
Computer Science,http://data.europa.eu/esco/occupation/c89afd9a-7dad-4bae-9315-5fcadd9ad8b6
Computer Science,http://data.europa.eu/esco/occupation/cbdb80db-c760-4b68-b074-88c397650ef5
Computer Science,http://data.europa.eu/esco/occupation/cc325a8f-702e-4bf0-893f-5b5d456475ad
Computer Science,http://data.europa.eu/esco/occupation/cd3f5356-a16f-4aca-9d4b-ceba2b2afec5
Computer Science,http://data.europa.eu/esco/occupation/cd4f41a5-87a6-4b3c-8ee3-14e6f457c365
Computer Science,http://data.europa.eu/esco/occupation/cdd3d773-75a4-4f35-bd1d-1ac720afcf9d
Computer Science,http://data.europa.eu/esco/occupation/ce53a1b2-2fec-4d04-9390-47fb3dd525f0
Computer Science,http://data.europa.eu/esco/occupation/cf2b03cd-feb7-4f47-90f6-ff1ed6016d3d
Computer Science,http://data.europa.eu/esco/occupation/d00b4607-c4fe-4f3e-8974-29401e23223c
Computer Science,http://data.europa.eu/esco/occupation/d0aa0792-4345-474b-9365-686cf4869d2e
Computer Science,http://data.europa.eu/esco/occupation/d23fbcdc-d5e9-4724-a83f-99a0cfa8adb0
Computer Science,http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2
Computer Science,http://data.europa.eu/esco/occupation/d515e82a-ca9f-4be4-9823-33694dff7304
Computer Science,http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb
Computer Science,http://data.europa.eu/esco/occupation/d5c4ab26-c293-4f4d-ad89-fe776f49a67f
Computer Science,http://data.europa.eu/esco/occupation/d5db9d5c-2ebf-4a54-a79a-1b7e7ff70471
Computer Science,http://data.europa.eu/esco/occupation/d68ff35f-e34d-4e32-88ab-d6c06a6c25b9
Computer Science,http://data.europa.eu/esco/occupation/d7f3d76b-23e8-447e-93d5-da13ff9bc102
Computer Science,http://data.europa.eu/esco/occupation/d8e5410b-5199-403f-8cbd-d32efb17a296
Computer Science,http://data.europa.eu/esco/occupation/da00cd76-22fe-450d-aefc-f4e4a3864171
Computer Science,http://data.europa.eu/esco/occupation/dacaa18b-93f6-48b4-b4f2-cb33e21804e7
Computer Science,http://data.europa.eu/esco/occupation/dc29cd23-d6ba-46b0-bc2f-424e20270099
Computer Science,http://data.europa.eu/esco/occupation/dc69f2ed-ebe9-43da-bf9d-31aac874d4c2
Computer Science,http://data.europa.eu/esco/occupation/dc97adbe-f807-4ad8-8f3c-c24b3416cdef
Computer Science,http://data.europa.eu/esco/occupation/dd89e26f-bb5c-45cb-91c6-8b4d5d82a31f
Computer Science,http://data.europa.eu/esco/occupation/defbf906-e823-44b4-872f-99406c51022b
Computer Science,http://data.europa.eu/esco/occupation/defc8417-eeb6-4f13-8fcd-6518b99a40f4
Computer Science,http://data.europa.eu/esco/occupation/e0b544dd-b621-4126-a55e-054af25c6ea0
Computer Science,http://data.europa.eu/esco/occupation/e1c72b5f-4c5c-487c-a6df-e84b64a51dae
Computer Science,http://data.europa.eu/esco/occupation/e1cf6897-158d-4b48-a39e-2a3a8cac216c
Computer Science,http://data.europa.eu/esco/occupation/e297ec12-4712-40a4-ad98-ba004cacb205
Computer Science,http://data.europa.eu/esco/occupation/e3229e40-f571-4b26-baca-29edc8fe313e
Computer Science,http://data.europa.eu/esco/occupation/e43d0f86-7abf-4c6e-b2b3-10970ddf6518
Computer Science,http://data.europa.eu/esco/occupation/e4cdfa86-c3b1-41f1-a4e2-384c73d03bd3
Computer Science,http://data.europa.eu/esco/occupation/e52b5707-7097-4dbc-ac61-054e917da241
Computer Science,http://data.europa.eu/esco/occupation/e666c384-2a14-4cd9-981f-7067dc0bb9a9
Computer Science,http://data.europa.eu/esco/occupation/e937449a-d9e0-4ab7-9ea5-4d3ac673be6d
Computer Science,http://data.europa.eu/esco/occupation/e9507d34-c70f-474f-a4a3-d2cbfe50f6e9
Computer Science,http://data.europa.eu/esco/occupation/e97ce81a-cf24-4012-b39e-f87bedc5b450
Computer Science,http://data.europa.eu/esco/occupation/eb64b583-20fe-467f-8e44-8aae263a0139
Computer Science,http://data.europa.eu/esco/occupation/eb7e42d0-9b3f-49ad-81f1-b9ee8491bf39
Computer Science,http://data.europa.eu/esco/occupation/ebb4061a-906f-45fe-b4c0-a871c11f6fab
Computer Science,http://data.europa.eu/esco/occupation/ebe936e2-64e7-4777-94d6-42caa5a12409
Computer Science,http://data.europa.eu/esco/occupation/ec2c0655-5ba0-4cc8-860a-977f73b37f34
Computer Science,http://data.europa.eu/esco/occupation/ec5b72d1-0206-4179-9abd-570c66bc44b9
Computer Science,http://data.europa.eu/esco/occupation/ed976196-3d5d-4121-9367-e1022af603fa
Computer Science,http://data.europa.eu/esco/occupation/efa81635-9125-4276-8902-9deb12170ea7
Computer Science,http://data.europa.eu/esco/occupation/f0978ec0-ae7d-4c4a-8f80-3fd200edddac
Computer Science,http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1
Computer Science,http://data.europa.eu/esco/occupation/f31f487b-4ce2-40f3-90e8-7d0011b4ef1d
Computer Science,http://data.europa.eu/esco/occupation/f3d8bc61-f812-4106-afd2-a356e4c11fce
Computer Science,http://data.europa.eu/esco/occupation/f6811475-94d4-4d13-8d5f-f173978ae7ec
Computer Science,http://data.europa.eu/esco/occupation/f756fdab-7726-4c48-bfcc-94ff8810fc08
Computer Science,http://data.europa.eu/esco/occupation/f8d14b95-6a36-4290-b226-2342e236406e
Computer Science,http://data.europa.eu/esco/occupation/f9cbdeb4-1559-4d45-b2d7-edf8aebe400b
Computer Science,http://data.europa.eu/esco/occupation/fb6df00f-4810-442b-8f93-89b9580c7c9f
Computer Science,http://data.europa.eu/esco/occupation/fccecd5d-ad90-41a8-bb89-96d7595abca3
Computer Science,http://data.europa.eu/esco/occupation/fd1c83b3-60d5-4a5f-86c5-94dc2842c246
Computer Science,http://data.europa.eu/esco/occupation/fd882949-aad7-42ff-825e-00d49a5ec469
Computer Science,http://data.europa.eu/esco/occupation/fdb16700-109e-4d02-949e-3213f278df93
Computer Science,http://data.europa.eu/esco/occupation/fdd8eef7-d89c-419f-9166-0747f466a769
Computer Science,http://data.europa.eu/esco/occupation/ff2c1183-3fd7-40c7-8ddc-b20b100363c3
Dentistry,http://data.europa.eu/esco/occupation/002da35b-7808-43f3-83bf-63596b8b351f
Dentistry,http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c
Dentistry,http://data.europa.eu/esco/occupation/01d74409-5303-4b5c-8925-0cc21c4da8ee
Dentistry,http://data.europa.eu/esco/occupation/01ffb917-98dc-48c1-91ad-93c4104e791d
Dentistry,http://data.europa.eu/esco/occupation/045f05f2-4ff8-46b2-9d08-e12a81657498
Dentistry,http://data.europa.eu/esco/occupation/047108c3-f987-40a4-bef0-f2b3407ec16a
Dentistry,http://data.europa.eu/esco/occupation/0c041d1e-1841-4acb-b0a1-2c387a61bf65
Dentistry,http://data.europa.eu/esco/occupation/0c7c9606-fde3-4658-8136-8fe0c9b8bd09
Dentistry,http://data.europa.eu/esco/occupation/0f845e64-de8b-431e-9fe3-1bccf8e1c5b9
Dentistry,http://data.europa.eu/esco/occupation/10291962-c0c7-4e5b-a7ed-0762b4d9b010
Dentistry,http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d
Dentistry,http://data.europa.eu/esco/occupation/1801583e-34b3-4c89-97ac-db2a346b4a3e
Dentistry,http://data.europa.eu/esco/occupation/18e14e61-495b-44cc-a7c6-df4c625934ba
Dentistry,http://data.europa.eu/esco/occupation/1b3e150f-8ec1-47e2-a2ef-d02632efe0d5
Dentistry,http://data.europa.eu/esco/occupation/24a170fc-be68-43a5-93f1-7a5c31c6062b
Dentistry,http://data.europa.eu/esco/occupation/24af7ff6-bd84-43a6-8cba-e60776f956f5
Dentistry,http://data.europa.eu/esco/occupation/24f1eb3a-e99c-4c38-9bda-ba2ba6bf9fa4
Dentistry,http://data.europa.eu/esco/occupation/2e8820ba-5b2d-4572-92a1-942dbd02a6d6
Dentistry,http://data.europa.eu/esco/occupation/30641348-f9f2-4fe5-ab8c-fe6ff9931a54
Dentistry,http://data.europa.eu/esco/occupation/3469cbcc-5332-41dc-977a-29cf1b7ef7be
Dentistry,http://data.europa.eu/esco/occupation/36494988-69d2-4420-9db4-eb56605ac983
Dentistry,http://data.europa.eu/esco/occupation/3d7a1284-824c-47d9-8387-b8e1cd5888b5
Dentistry,http://data.europa.eu/esco/occupation/484ca14a-8e11-4ae1-ba9c-901cd86df56b
Dentistry,http://data.europa.eu/esco/occupation/4887c8a5-35d3-44c3-be69-346027e485f0
Dentistry,http://data.europa.eu/esco/occupation/53cdcc84-e5ee-488c-aa09-88084e06d6d7
Dentistry,http://data.europa.eu/esco/occupation/55a785db-0636-41b8-950f-0b65abe5e81b
Dentistry,http://data.europa.eu/esco/occupation/57a73b7c-cf10-4852-b067-c25833fa149e
Dentistry,http://data.europa.eu/esco/occupation/5d5fde2c-47ce-4dcd-99f0-ba651b7b908f
Dentistry,http://data.europa.eu/esco/occupation/5fd099da-218a-460e-bd5b-b42f1b76c67c
Dentistry,http://data.europa.eu/esco/occupation/6219f0ef-6414-4d01-9221-41ac25dcb409
Dentistry,http://data.europa.eu/esco/occupation/68450507-b4a0-40e0-895b-385fe705be10
Dentistry,http://data.europa.eu/esco/occupation/6a167ceb-f847-4ef0-af47-89454c53770b
Dentistry,http://data.europa.eu/esco/occupation/734bb387-ea3a-4c62-abc1-05f894d51921
Dentistry,http://data.europa.eu/esco/occupation/738257d3-7e56-4745-9b2e-014e60d41d48
Dentistry,http://data.europa.eu/esco/occupation/7b74626d-b487-48a1-9e80-47faf9928210
Dentistry,http://data.europa.eu/esco/occupation/7c132147-428b-4ea3-87e1-70f7abb691ce
Dentistry,http://data.europa.eu/esco/occupation/82025c02-9082-416c-998b-f51eb0359ee6
Dentistry,http://data.europa.eu/esco/occupation/82b5c6dc-6a4d-4415-80d8-5cfedfc54de7
Dentistry,http://data.europa.eu/esco/occupation/87d0795a-d41f-47ee-979f-0ab7d73836e7
Dentistry,http://data.europa.eu/esco/occupation/8c8b5cba-14b2-4728-b22c-eb90f1786e00
Dentistry,http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50
Dentistry,http://data.europa.eu/esco/occupation/8db28ebf-8818-4639-aa49-30324901836e
Dentistry,http://data.europa.eu/esco/occupation/983c2816-a339-4817-97f4-151a9ff3e64d
Dentistry,http://data.europa.eu/esco/occupation/98588703-5f5c-41c6-a240-3411b6518b83
Dentistry,http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac
Dentistry,http://data.europa.eu/esco/occupation/a30734bb-2f10-4747-a94c-75f5ec3c63a4
Dentistry,http://data.europa.eu/esco/occupation/a580e79a-b752-49c1-b033-b5ab2b34bfba
Dentistry,http://data.europa.eu/esco/occupation/aa9c6416-6a17-4e2f-a7c4-6d47c205d480
Dentistry,http://data.europa.eu/esco/occupation/ab762f91-d737-485f-a85c-67cab92dee01
Dentistry,http://data.europa.eu/esco/occupation/acbb7a20-c947-480d-a07e-868a0ab3eab8
Dentistry,http://data.europa.eu/esco/occupation/b7b17a85-ccd0-4d2f-92f2-7e99839731b0
Dentistry,http://data.europa.eu/esco/occupation/c1a86d6d-7785-43e1-994b-958eba58fff7
Dentistry,http://data.europa.eu/esco/occupation/c269387f-a652-4880-860a-e91ef105bfb7
Dentistry,http://data.europa.eu/esco/occupation/c3c8c56c-b3ab-4425-a38a-abcace020d22
Dentistry,http://data.europa.eu/esco/occupation/d1b8c046-3867-423a-84fd-41f7be3a6d29
Dentistry,http://data.europa.eu/esco/occupation/d9632b0a-3c95-4a8a-a15c-c5413beda52e
Dentistry,http://data.europa.eu/esco/occupation/e2a495fb-68a3-46f9-8753-6ce566a7a085
Dentistry,http://data.europa.eu/esco/occupation/ebb4061a-906f-45fe-b4c0-a871c11f6fab
Dentistry,http://data.europa.eu/esco/occupation/ef909843-97c6-4c48-8038-2e7aefdfcad5
Dentistry,http://data.europa.eu/esco/occupation/f4de7e28-ca67-46cd-b760-30e02b3aa83b
Development Studies,http://data.europa.eu/esco/occupation/01bcac9f-7881-4664-bd63-dea700e3b117
Development Studies,http://data.europa.eu/esco/occupation/1488589a-7b83-471d-b094-492f5616f4e0
Development Studies,http://data.europa.eu/esco/occupation/2808c7ec-cdb1-4b48-8429-e160a418ed0c
Development Studies,http://data.europa.eu/esco/occupation/39e9fc8f-02bd-4577-b603-2dc96204ce74
Development Studies,http://data.europa.eu/esco/occupation/42381741-f3a7-4b26-b35c-da6fad9f1cfd
Development Studies,http://data.europa.eu/esco/occupation/57b459d4-655c-4053-b189-3c249ce33faf
Development Studies,http://data.europa.eu/esco/occupation/5fd69ee2-2042-4280-85e1-8f1462886987
Development Studies,http://data.europa.eu/esco/occupation/605e58d6-ad27-4828-b1f5-16707f327fa0
Development Studies,http://data.europa.eu/esco/occupation/62001bb7-4611-4b61-903e-d98589c0821a
Development Studies,http://data.europa.eu/esco/occupation/66527cdc-b7a5-4996-9448-7e327b68d08d
Development Studies,http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440
Development Studies,http://data.europa.eu/esco/occupation/80c72c55-556a-41b1-87ef-a29c3d2afa6e
Development Studies,http://data.europa.eu/esco/occupation/9e1e8379-6377-4969-b141-0d2337218fc9
Development Studies,http://data.europa.eu/esco/occupation/ada3fc30-c205-4279-90b8-ed5c7c467626
Development Studies,http://data.europa.eu/esco/occupation/aff66ae0-d6e1-4de3-b6af-78647defd08c
Development Studies,http://data.europa.eu/esco/occupation/c418ed9a-132f-48cd-ae5c-dd375070ee0e
Development Studies,http://data.europa.eu/esco/occupation/c52129d9-4656-4ce8-ba13-8a72a51d5400
Development Studies,http://data.europa.eu/esco/occupation/c90a6ebe-adcc-4395-9f5b-ff3e96e93cef
Development Studies,http://data.europa.eu/esco/occupation/ef6020f9-11b4-4d1a-96e0-903331594121
Development Studies,http://data.europa.eu/esco/occupation/ff2c1183-3fd7-40c7-8ddc-b20b100363c3
Earth & Marine Science,http://data.europa.eu/esco/occupation/04849c5c-9236-4a75-aabb-11c6d03e459c
Earth & Marine Science,http://data.europa.eu/esco/occupation/1ad4012e-30e3-492c-b42c-09cff3047574
Earth & Marine Science,http://data.europa.eu/esco/occupation/1d196f32-05ca-4ea5-a347-4fccbb3da863
Earth & Marine Science,http://data.europa.eu/esco/occupation/27c5097e-a2a3-4b2e-82a6-3b874ebfb092
Earth & Marine Science,http://data.europa.eu/esco/occupation/2ac509e8-2850-42c3-b11d-d24077a7921b
Earth & Marine Science,http://data.europa.eu/esco/occupation/306e9867-cf55-446f-88c6-8adad5369f8c
Earth & Marine Science,http://data.europa.eu/esco/occupation/384ed128-e86e-4dd8-96ff-b6e6657cb027
Earth & Marine Science,http://data.europa.eu/esco/occupation/423f4021-322b-4257-9a4e-d6ee5d166fbc
Earth & Marine Science,http://data.europa.eu/esco/occupation/5e748def-5b90-41e2-aa8b-2ebcc7d25ab0
Earth & Marine Science,http://data.europa.eu/esco/occupation/88589d68-b870-440e-8444-32e9935cbbbc
Earth & Marine Science,http://data.europa.eu/esco/occupation/8b128a08-606f-4bb1-806e-07e0ed98b40e
Earth & Marine Science,http://data.europa.eu/esco/occupation/9422c30d-c5ef-4fcc-a493-d67ee42189c0
Earth & Marine Science,http://data.europa.eu/esco/occupation/9905cc76-d48b-49b1-94ab-17becb30be1a
Earth & Marine Science,http://data.europa.eu/esco/occupation/9c3cdf9a-f62f-4d73-bb8d-4cfc85c2d271
Earth & Marine Science,http://data.europa.eu/esco/occupation/c36fc197-1f5b-4563-acd8-6f1d06aa1c03
Earth & Marine Science,http://data.europa.eu/esco/occupation/c3b82711-273d-4fa8-8de7-0ac3d99c16fc
Earth & Marine Science,http://data.europa.eu/esco/occupation/cd19e8d1-6abd-4c99-a9bb-85e7c30aca31
Earth & Marine Science,http://data.europa.eu/esco/occupation/cd92596c-bd96-4126-8b67-7bf6ed2ca8fb
Earth & Marine Science,http://data.europa.eu/esco/occupation/f0296b9c-764d-42ab-8de9-2a3729a9b67a
Earth & Marine Science,http://data.europa.eu/esco/occupation/f0691bb2-c717-4215-a814-88a15b10ee4d
Economics & Econometrics,http://data.europa.eu/esco/occupation/0959cd1d-f6c8-4362-939a-ad7d5f75d659
Economics & Econometrics,http://data.europa.eu/esco/occupation/12ff7f9c-c5b5-4d4a-b585-c350dd1400eb
Economics & Econometrics,http://data.europa.eu/esco/occupation/80c72c55-556a-41b1-87ef-a29c3d2afa6e
Education,http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95
Education,http://data.europa.eu/esco/occupation/02f1ae71-f89c-47b7-af2c-50d7ab1d9b8a
Education,http://data.europa.eu/esco/occupation/034cad59-e666-4770-a7ef-a337257f8072
Education,http://data.europa.eu/esco/occupation/03d79393-7b30-4159-945b-01963eddd302
Education,http://data.europa.eu/esco/occupation/0959cd1d-f6c8-4362-939a-ad7d5f75d659
Education,http://data.europa.eu/esco/occupation/0bf5d25a-2b4d-43b5-b053-beeb210fa43a
Education,http://data.europa.eu/esco/occupation/0d595b87-a1fc-410c-abbe-88b92cb0d334
Education,http://data.europa.eu/esco/occupation/1044dedc-81d1-48b6-96b3-ced5393b2de1
Education,http://data.europa.eu/esco/occupation/114c5a6c-1869-4a67-8ec0-660ec303f8cc
Education,http://data.europa.eu/esco/occupation/116b4c55-5bd0-41e9-9227-98d7ecffeaf6
Education,http://data.europa.eu/esco/occupation/1185cfe1-49a7-44a7-8dee-45b2f36727f9
Education,http://data.europa.eu/esco/occupation/13e30c08-8834-4e4f-b6f9-89fffed4e310
Education,http://data.europa.eu/esco/occupation/1801583e-34b3-4c89-97ac-db2a346b4a3e
Education,http://data.europa.eu/esco/occupation/19f6634f-ec0c-4513-b0d9-d43f9ddeb82d
Education,http://data.europa.eu/esco/occupation/1ad4012e-30e3-492c-b42c-09cff3047574
Education,http://data.europa.eu/esco/occupation/1bbaf82c-67ae-4beb-9a55-7298acf5b2af
Education,http://data.europa.eu/esco/occupation/1eb56b85-af25-43d4-9e35-73d8ee78e228
Education,http://data.europa.eu/esco/occupation/1f137f0b-7097-4583-9d1b-b69e57369319
Education,http://data.europa.eu/esco/occupation/2412bbb1-29ca-4e17-a2b8-70694f0cb14f
Education,http://data.europa.eu/esco/occupation/27e16eef-c7a6-4577-bc3f-727d01ec1958
Education,http://data.europa.eu/esco/occupation/2b6bb2d1-54b0-4feb-8c6c-8ba20adde1df
Education,http://data.europa.eu/esco/occupation/2b7d34db-11b6-4c10-b227-3917752e28ac
Education,http://data.europa.eu/esco/occupation/2c1ed9dd-9799-4882-8bfa-40b841f7d4a1
Education,http://data.europa.eu/esco/occupation/30058b71-fe16-45ea-a2b8-d5461c706372
Education,http://data.europa.eu/esco/occupation/306e9867-cf55-446f-88c6-8adad5369f8c
Education,http://data.europa.eu/esco/occupation/35e42c87-faf7-465f-abe4-f26717996dd1
Education,http://data.europa.eu/esco/occupation/37c44fdd-eff0-4e16-b459-b3a81fe663ec
Education,http://data.europa.eu/esco/occupation/3a55ef85-5abf-48e2-884b-5efaf881bfb1
Education,http://data.europa.eu/esco/occupation/3b755cda-c4b0-4fa1-8621-372f28ccc2e9
Education,http://data.europa.eu/esco/occupation/3c305542-a51b-4b96-8d45-af11ca05eaa2
Education,http://data.europa.eu/esco/occupation/3d7a1284-824c-47d9-8387-b8e1cd5888b5
Education,http://data.europa.eu/esco/occupation/3db35c88-bcb7-4de4-914a-9a9839a3c911
Education,http://data.europa.eu/esco/occupation/3e6488b6-3ca5-46b9-b380-5cd251d24824
Education,http://data.europa.eu/esco/occupation/4588cd69-e6a5-4668-94c7-f02a3d86a649
Education,http://data.europa.eu/esco/occupation/46354077-416f-4440-a0c3-dddee9031c05
Education,http://data.europa.eu/esco/occupation/46db7e2e-d44d-412a-9a80-02d43111aca8
Education,http://data.europa.eu/esco/occupation/46f9d58f-11bd-4d96-b000-ff4490d3009b
Education,http://data.europa.eu/esco/occupation/479ede81-bd51-4f3b-9d30-4910699fd211
Education,http://data.europa.eu/esco/occupation/49023c69-302f-4671-b26f-7229d1a53915
Education,http://data.europa.eu/esco/occupation/4d6d9057-5167-4158-8bc1-cc2f89d73fd7
Education,http://data.europa.eu/esco/occupation/4e8a5d3e-66de-4661-9927-ef3123cc79e9
Education,http://data.europa.eu/esco/occupation/4eada7b3-5026-4030-936b-4a80aed37252
Education,http://data.europa.eu/esco/occupation/4f5bc9a5-e989-409b-bfb5-973b472163cd
Education,http://data.europa.eu/esco/occupation/53db8c0d-7aed-47aa-a339-eb9d485d25dc
Education,http://data.europa.eu/esco/occupation/55a785db-0636-41b8-950f-0b65abe5e81b
Education,http://data.europa.eu/esco/occupation/55b4faa3-286f-4fc8-ac67-8bbb97d08820
Education,http://data.europa.eu/esco/occupation/55d60ead-0343-4008-b9e4-fb4b5a179c83
Education,http://data.europa.eu/esco/occupation/570d7e74-5c65-4a9a-95ba-f8c27025c5f4
Education,http://data.europa.eu/esco/occupation/591d1758-3036-407a-91f7-e0e1f5c9deea
Education,http://data.europa.eu/esco/occupation/59a02420-91df-4e46-b37b-22e3fd8c11f0
Education,http://data.europa.eu/esco/occupation/59bce29f-5c8b-47cf-bfd4-6ec003f5323a
Education,http://data.europa.eu/esco/occupation/59c724f9-0cfe-4d51-8a7f-9ee182d9e2c2
Education,http://data.europa.eu/esco/occupation/5a282a39-5346-454a-b1ef-c1217c50e156
Education,http://data.europa.eu/esco/occupation/5b6c0c64-1321-4fe7-a274-3287c13b489c
Education,http://data.europa.eu/esco/occupation/5efb2c08-ba3a-4659-a2e4-1883f54e77b6
Education,http://data.europa.eu/esco/occupation/5fdfa822-c1ba-477e-87cc-3d742e59310d
Education,http://data.europa.eu/esco/occupation/605e58d6-ad27-4828-b1f5-16707f327fa0
Education,http://data.europa.eu/esco/occupation/622ccd55-910f-483d-8661-44c6162156bf
Education,http://data.europa.eu/esco/occupation/62975936-0853-4a5d-9f59-bf943aca3cc6
Education,http://data.europa.eu/esco/occupation/66527cdc-b7a5-4996-9448-7e327b68d08d
Education,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923
Education,http://data.europa.eu/esco/occupation/6afe39e2-2674-45db-b05c-a6cab02fe25b
Education,http://data.europa.eu/esco/occupation/72bcb223-da77-4ed5-a03a-796fd5ece728
Education,http://data.europa.eu/esco/occupation/734bb387-ea3a-4c62-abc1-05f894d51921
Education,http://data.europa.eu/esco/occupation/76a950cb-3def-47f4-895d-555ad138657e
Education,http://data.europa.eu/esco/occupation/7c5e4ca1-e8be-4297-9014-509d5ba57210
Education,http://data.europa.eu/esco/occupation/7dea476a-dffe-4919-9ee2-fb222e283f41
Education,http://data.europa.eu/esco/occupation/80c72c55-556a-41b1-87ef-a29c3d2afa6e
Education,http://data.europa.eu/esco/occupation/80ec8f3e-2cda-4ea6-a382-ece99589ccdd
Education,http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a
Education,http://data.europa.eu/esco/occupation/8289625a-c1c1-4a49-8ddd-37be4c3cd3fc
Education,http://data.europa.eu/esco/occupation/853698f5-0f1e-42ae-9301-e5411a26dae2
Education,http://data.europa.eu/esco/occupation/89a3b3af-7264-4e00-9a14-21e5fbd4ee87
Education,http://data.europa.eu/esco/occupation/8b128a08-606f-4bb1-806e-07e0ed98b40e
Education,http://data.europa.eu/esco/occupation/8befd482-70e2-4d1e-8a09-091e15fe85c3
Education,http://data.europa.eu/esco/occupation/8d315e32-73f6-463d-a335-c200e0bac97d
Education,http://data.europa.eu/esco/occupation/90a73720-642d-4f45-88e7-8f593a5e0df2
